date_id,full_date,year,month,month_name,day_of_week,is_weekend
20240302,2024-03-02,2024,3,March,Saturday,1
20240303,2024-03-03,2024,3,March,Sunday,1
20240304,2024-03-04,2024,3,March,Monday,0
20240309,2024-03-09,2024,3,March,Saturday,1
20240310,2024-03-10,2024,3,March,Sunday,1
20240311,2024-03-11,2024,3,March,Monday,0
20240313,2024-03-13,2024,3,March,Wednesday,0
20240316,2024-03-16,2024,3,March,Saturday,1
20240317,2024-03-17,2024,3,March,Sunday,1
20240330,2024-03-30,2024,3,March,Saturday,1
20240331,2024-03-31,2024,3,March,Sunday,1
20240402,2024-04-02,2024,4,April,Tuesday,0
20240403,2024-04-03,2024,4,April,Wednesday,0
20240404,2024-04-04,2024,4,April,Thursday,0
20240406,2024-04-06,2024,4,April,Saturday,1
20240407,2024-04-07,2024,4,April,Sunday,1
20240413,2024-04-13,2024,4,April,Saturday,1
20240414,2024-04-14,2024,4,April,Sunday,1
20240415,2024-04-15,2024,4,April,Monday,0
20240420,2024-04-20,2024,4,April,Saturday,1
20240421,2024-04-21,2024,4,April,Sunday,1
20240423,2024-04-23,2024,4,April,Tuesday,0
20240424,2024-04-24,2024,4,April,Wednesday,0
20240425,2024-04-25,2024,4,April,Thursday,0
20240427,2024-04-27,2024,4,April,Saturday,1
20240428,2024-04-28,2024,4,April,Sunday,1
20240502,2024-05-02,2024,5,May,Thursday,0
20240503,2024-05-03,2024,5,May,Friday,0
20240504,2024-05-04,2024,5,May,Saturday,1
20240505,2024-05-05,2024,5,May,Sunday,1
20240506,2024-05-06,2024,5,May,Monday,0
20240511,2024-05-11,2024,5,May,Saturday,1
20240512,2024-05-12,2024,5,May,Sunday,1
20240513,2024-05-13,2024,5,May,Monday,0
20240514,2024-05-14,2024,5,May,Tuesday,0
20240515,2024-05-15,2024,5,May,Wednesday,0
20240519,2024-05-19,2024,5,May,Sunday,1
20240816,2024-08-16,2024,8,August,Friday,0
20240817,2024-08-17,2024,8,August,Saturday,1
20240818,2024-08-18,2024,8,August,Sunday,1
20240819,2024-08-19,2024,8,August,Monday,0
20240824,2024-08-24,2024,8,August,Saturday,1
20240825,2024-08-25,2024,8,August,Sunday,1
20240831,2024-08-31,2024,8,August,Saturday,1
20240901,2024-09-01,2024,9,September,Sunday,1
20240914,2024-09-14,2024,9,September,Saturday,1
20240915,2024-09-15,2024,9,September,Sunday,1
20240921,2024-09-21,2024,9,September,Saturday,1
20240922,2024-09-22,2024,9,September,Sunday,1
20240928,2024-09-28,2024,9,September,Saturday,1
20240929,2024-09-29,2024,9,September,Sunday,1
20240930,2024-09-30,2024,9,September,Monday,0
20241005,2024-10-05,2024,10,October,Saturday,1
20241006,2024-10-06,2024,10,October,Sunday,1
20241019,2024-10-19,2024,10,October,Saturday,1
20241020,2024-10-20,2024,10,October,Sunday,1
20241021,2024-10-21,2024,10,October,Monday,0
20241025,2024-10-25,2024,10,October,Friday,0
20241026,2024-10-26,2024,10,October,Saturday,1
20241027,2024-10-27,2024,10,October,Sunday,1
20241102,2024-11-02,2024,11,November,Saturday,1
20241103,2024-11-03,2024,11,November,Sunday,1
20241104,2024-11-04,2024,11,November,Monday,0
20241109,2024-11-09,2024,11,November,Saturday,1
20241110,2024-11-10,2024,11,November,Sunday,1
20241123,2024-11-23,2024,11,November,Saturday,1
20241124,2024-11-24,2024,11,November,Sunday,1
20241125,2024-11-25,2024,11,November,Monday,0
20241129,2024-11-29,2024,11,November,Friday,0
20241130,2024-11-30,2024,11,November,Saturday,1
20241201,2024-12-01,2024,12,December,Sunday,1
20241203,2024-12-03,2024,12,December,Tuesday,0
20241204,2024-12-04,2024,12,December,Wednesday,0
20241205,2024-12-05,2024,12,December,Thursday,0
20241207,2024-12-07,2024,12,December,Saturday,1
20241208,2024-12-08,2024,12,December,Sunday,1
20241209,2024-12-09,2024,12,December,Monday,0
20241214,2024-12-14,2024,12,December,Saturday,1
20241215,2024-12-15,2024,12,December,Sunday,1
20241216,2024-12-16,2024,12,December,Monday,0
20241221,2024-12-21,2024,12,December,Saturday,1
20241222,2024-12-22,2024,12,December,Sunday,1
20241226,2024-12-26,2024,12,December,Thursday,0
20241227,2024-12-27,2024,12,December,Friday,0
20241229,2024-12-29,2024,12,December,Sunday,1
20241230,2024-12-30,2024,12,December,Monday,0
20250101,2025-01-01,2025,1,January,Wednesday,0
20250104,2025-01-04,2025,1,January,Saturday,1
20250105,2025-01-05,2025,1,January,Sunday,1
20250106,2025-01-06,2025,1,January,Monday,0
20250114,2025-01-14,2025,1,January,Tuesday,0
20250115,2025-01-15,2025,1,January,Wednesday,0
20250116,2025-01-16,2025,1,January,Thursday,0
20250118,2025-01-18,2025,1,January,Saturday,1
20250119,2025-01-19,2025,1,January,Sunday,1
20250120,2025-01-20,2025,1,January,Monday,0
20250125,2025-01-25,2025,1,January,Saturday,1
20250126,2025-01-26,2025,1,January,Sunday,1
20250201,2025-02-01,2025,2,February,Saturday,1
20250202,2025-02-02,2025,2,February,Sunday,1
20250203,2025-02-03,2025,2,February,Monday,0
20250212,2025-02-12,2025,2,February,Wednesday,0
20250214,2025-02-14,2025,2,February,Friday,0
20250215,2025-02-15,2025,2,February,Saturday,1
20250216,2025-02-16,2025,2,February,Sunday,1
20250219,2025-02-19,2025,2,February,Wednesday,0
20250221,2025-02-21,2025,2,February,Friday,0
20250222,2025-02-22,2025,2,February,Saturday,1
20250223,2025-02-23,2025,2,February,Sunday,1
20250225,2025-02-25,2025,2,February,Tuesday,0
20250226,2025-02-26,2025,2,February,Wednesday,0
20250227,2025-02-27,2025,2,February,Thursday,0
20250308,2025-03-08,2025,3,March,Saturday,1
20250309,2025-03-09,2025,3,March,Sunday,1
20250310,2025-03-10,2025,3,March,Monday,0
20250315,2025-03-15,2025,3,March,Saturday,1
20250316,2025-03-16,2025,3,March,Sunday,1
20250401,2025-04-01,2025,4,April,Tuesday,0
20250402,2025-04-02,2025,4,April,Wednesday,0
20250403,2025-04-03,2025,4,April,Thursday,0
20250405,2025-04-05,2025,4,April,Saturday,1
20250406,2025-04-06,2025,4,April,Sunday,1
20250407,2025-04-07,2025,4,April,Monday,0
20250412,2025-04-12,2025,4,April,Saturday,1
20250413,2025-04-13,2025,4,April,Sunday,1
20250414,2025-04-14,2025,4,April,Monday,0
20250416,2025-04-16,2025,4,April,Wednesday,0
20250419,2025-04-19,2025,4,April,Saturday,1
20250420,2025-04-20,2025,4,April,Sunday,1
20250421,2025-04-21,2025,4,April,Monday,0
20250422,2025-04-22,2025,4,April,Tuesday,0
20250423,2025-04-23,2025,4,April,Wednesday,0
20250426,2025-04-26,2025,4,April,Saturday,1
20250427,2025-04-27,2025,4,April,Sunday,1
20250501,2025-05-01,2025,5,May,Thursday,0
20250502,2025-05-02,2025,5,May,Friday,0
20250503,2025-05-03,2025,5,May,Saturday,1
20250504,2025-05-04,2025,5,May,Sunday,1
20250505,2025-05-05,2025,5,May,Monday,0
20250510,2025-05-10,2025,5,May,Saturday,1
20250511,2025-05-11,2025,5,May,Sunday,1
20250516,2025-05-16,2025,5,May,Friday,0
20250518,2025-05-18,2025,5,May,Sunday,1
20250519,2025-05-19,2025,5,May,Monday,0
20250520,2025-05-20,2025,5,May,Tuesday,0
20250525,2025-05-25,2025,5,May,Sunday,1
20250815,2025-08-15,2025,8,August,Friday,0
20250816,2025-08-16,2025,8,August,Saturday,1
20250817,2025-08-17,2025,8,August,Sunday,1
20250818,2025-08-18,2025,8,August,Monday,0
20250822,2025-08-22,2025,8,August,Friday,0
20250823,2025-08-23,2025,8,August,Saturday,1
20250824,2025-08-24,2025,8,August,Sunday,1
20250825,2025-08-25,2025,8,August,Monday,0
20250830,2025-08-30,2025,8,August,Saturday,1
20250831,2025-08-31,2025,8,August,Sunday,1
20250913,2025-09-13,2025,9,September,Saturday,1
20250914,2025-09-14,2025,9,September,Sunday,1
20250920,2025-09-20,2025,9,September,Saturday,1
20250921,2025-09-21,2025,9,September,Sunday,1
20250927,2025-09-27,2025,9,September,Saturday,1
20250928,2025-09-28,2025,9,September,Sunday,1
20250929,2025-09-29,2025,9,September,Monday,0
20251003,2025-10-03,2025,10,October,Friday,0
20251004,2025-10-04,2025,10,October,Saturday,1
20251005,2025-10-05,2025,10,October,Sunday,1
20251018,2025-10-18,2025,10,October,Saturday,1
20251019,2025-10-19,2025,10,October,Sunday,1
20251020,2025-10-20,2025,10,October,Monday,0
20251024,2025-10-24,2025,10,October,Friday,0
20251025,2025-10-25,2025,10,October,Saturday,1
20251026,2025-10-26,2025,10,October,Sunday,1
20251101,2025-11-01,2025,11,November,Saturday,1
20251102,2025-11-02,2025,11,November,Sunday,1
20251103,2025-11-03,2025,11,November,Monday,0
20251108,2025-11-08,2025,11,November,Saturday,1
20251109,2025-11-09,2025,11,November,Sunday,1
20251122,2025-11-22,2025,11,November,Saturday,1
20251123,2025-11-23,2025,11,November,Sunday,1
20251124,2025-11-24,2025,11,November,Monday,0
20251129,2025-11-29,2025,11,November,Saturday,1
20251130,2025-11-30,2025,11,November,Sunday,1
20251202,2025-12-02,2025,12,December,Tuesday,0
20251203,2025-12-03,2025,12,December,Wednesday,0
20251204,2025-12-04,2025,12,December,Thursday,0
20251206,2025-12-06,2025,12,December,Saturday,1
20251207,2025-12-07,2025,12,December,Sunday,1
20251208,2025-12-08,2025,12,December,Monday,0
20251213,2025-12-13,2025,12,December,Saturday,1
20251214,2025-12-14,2025,12,December,Sunday,1
20251215,2025-12-15,2025,12,December,Monday,0
20251220,2025-12-20,2025,12,December,Saturday,1
20251221,2025-12-21,2025,12,December,Sunday,1
20251222,2025-12-22,2025,12,December,Monday,0
20251226,2025-12-26,2025,12,December,Friday,0
20251227,2025-12-27,2025,12,December,Saturday,1
20251228,2025-12-28,2025,12,December,Sunday,1
20251230,2025-12-30,2025,12,December,Tuesday,0
20260101,2026-01-01,2026,1,January,Thursday,0
20260103,2026-01-03,2026,1,January,Saturday,1
20260104,2026-01-04,2026,1,January,Sunday,1
20260106,2026-01-06,2026,1,January,Tuesday,0
20260107,2026-01-07,2026,1,January,Wednesday,0
20260108,2026-01-08,2026,1,January,Thursday,0
20260117,2026-01-17,2026,1,January,Saturday,1
20260118,2026-01-18,2026,1,January,Sunday,1
20260119,2026-01-19,2026,1,January,Monday,0
20260124,2026-01-24,2026,1,January,Saturday,1
20260125,2026-01-25,2026,1,January,Sunday,1
20260126,2026-01-26,2026,1,January,Monday,0
20260131,2026-01-31,2026,1,January,Saturday,1
20260201,2026-02-01,2026,2,February,Sunday,1
20260202,2026-02-02,2026,2,February,Monday,0
20260206,2026-02-06,2026,2,February,Friday,0
20260207,2026-02-07,2026,2,February,Saturday,1
20260208,2026-02-08,2026,2,February,Sunday,1
20260210,2026-02-10,2026,2,February,Tuesday,0
20260211,2026-02-11,2026,2,February,Wednesday,0
20260212,2026-02-12,2026,2,February,Thursday,0
20260218,2026-02-18,2026,2,February,Wednesday,0
20260221,2026-02-21,2026,2,February,Saturday,1
20260222,2026-02-22,2026,2,February,Sunday,1
20260223,2026-02-23,2026,2,February,Monday,0
20260227,2026-02-27,2026,2,February,Friday,0
20260228,2026-02-28,2026,2,February,Saturday,1
20260301,2026-03-01,2026,3,March,Sunday,1
20260303,2026-03-03,2026,3,March,Tuesday,0
20260304,2026-03-04,2026,3,March,Wednesday,0
20260305,2026-03-05,2026,3,March,Thursday,0
20260314,2026-03-14,2026,3,March,Saturday,1
20260315,2026-03-15,2026,3,March,Sunday,1
20260316,2026-03-16,2026,3,March,Monday,0
20260320,2026-03-20,2026,3,March,Friday,0
20260321,2026-03-21,2026,3,March,Saturday,1
20260322,2026-03-22,2026,3,March,Sunday,1
20260410,2026-04-10,2026,4,April,Friday,0
20260411,2026-04-11,2026,4,April,Saturday,1
20260412,2026-04-12,2026,4,April,Sunday,1
20260413,2026-04-13,2026,4,April,Monday,0
20260418,2026-04-18,2026,4,April,Saturday,1
20260419,2026-04-19,2026,4,April,Sunday,1
20260420,2026-04-20,2026,4,April,Monday,0
20260421,2026-04-21,2026,4,April,Tuesday,0
20260422,2026-04-22,2026,4,April,Wednesday,0
20260424,2026-04-24,2026,4,April,Friday,0
20260425,2026-04-25,2026,4,April,Saturday,1
20260427,2026-04-27,2026,4,April,Monday,0
20260501,2026-05-01,2026,5,May,Friday,0
20260502,2026-05-02,2026,5,May,Saturday,1
20260503,2026-05-03,2026,5,May,Sunday,1
20260504,2026-05-04,2026,5,May,Monday,0
20260509,2026-05-09,2026,5,May,Saturday,1
20260510,2026-05-10,2026,5,May,Sunday,1
20260511,2026-05-11,2026,5,May,Monday,0
20260513,2026-05-13,2026,5,May,Wednesday,0
20260515,2026-05-15,2026,5,May,Friday,0
20260517,2026-05-17,2026,5,May,Sunday,1
20260518,2026-05-18,2026,5,May,Monday,0
20260519,2026-05-19,2026,5,May,Tuesday,0
20260524,2026-05-24,2026,5,May,Sunday,1
20260821,2026-08-21,2026,8,August,Friday,0
20260822,2026-08-22,2026,8,August,Saturday,1
20260823,2026-08-23,2026,8,August,Sunday,1
20260824,2026-08-24,2026,8,August,Monday,0
20260828,2026-08-28,2026,8,August,Friday,0
20260829,2026-08-29,2026,8,August,Saturday,1
20260830,2026-08-30,2026,8,August,Sunday,1
20260831,2026-08-31,2026,8,August,Monday,0
20260904,2026-09-04,2026,9,September,Friday,0
20260905,2026-09-05,2026,9,September,Saturday,1
20260906,2026-09-06,2026,9,September,Sunday,1
20260912,2026-09-12,2026,9,September,Saturday,1
20260913,2026-09-13,2026,9,September,Sunday,1
20260914,2026-09-14,2026,9,September,Monday,0
20260918,2026-09-18,2026,9,September,Friday,0
20260919,2026-09-19,2026,9,September,Saturday,1
20260920,2026-09-20,2026,9,September,Sunday,1
